Chain ID Counter,Post in Chain Counter,chainid,id,locality,District,City,Country,Continent,longname,postdate,postings,subject,usertext
101,3,14305008,116788472,"Dublin, California",Alameda County,Dublin,United States of America,North America,ThanksSocialSecurity,1 year ago,"38,439","2. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","I don't know what the current situation is, but Macau immigration can have long lines. I think you are taking a risk going to Macau."
101,4,14305008,116790216,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882","3. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","Forget Macau. You need to add 2-2.5 hrs transportation/immigration checks each way and public transportation is simply not up to par compared to what you'll have at your disposal in HK so travelling around requires a lot more knowledge and know-how in order to get around. In short, you won't really have much time there to do/see much of anything before having to make your way back to HK so that you can make it to the airport in time for your connection flight. And if there is a typhoon or delayed ferries/buses... well, you are in trouble. In short, you are simply taking risk for the sake of doing so by trying to squeeze in Macau during layovers. Even during pre-pandemic days I would not recommend this. With somewhat sketchy transportation at the moment, I'd highly recommend just focusing your time here in HK. Plenty to do/see to keep you well occupied until your outbound flight and all rather risk free by comparison."
101,5,14305008,116792047,Milano Marittima...,Cervia,Milano Marittima,Italy,Europe,milanolarry,1 year ago,344,"4. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","You may have to charter a chopper, otherwise it is impossible to cover so many places. Forget about Macau."
101,6,14305008,116796493,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665","5. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","It should be Macau OR the rest. With the long extra travel time associated to Macau, my choice would be simple: the rest. That's perfectly and comfortably doable in a day. Do Macau when you really have the time, the place warrants a stay of at least one night if only to experience Macau at night - the lights outdoors and the casinos indoors. Edited: 1 year ago"
101,7,14305008,116799204,"Edmonton, Canada",,Edmonton,Canada,North America,ViajeroPerdido,1 year ago,"9,681","6. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","Excellent advice above, especially the unsolicited addition of the Star Ferry (classic!), and taking bus 15 down from the peak (most scenic bus ride I've ever taken). Leave Macau for another day."
101,8,14305008,116810618,"London, United...",Greater London,London,United Kingdom of Great Britain and Northern Ireland,Europe,st3vemat,1 year ago,56,"7. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","Thanks all for the advice, I took note of the risk of going to Macau so I will leave this for another day. I will first go to Lantau and then get the ""Crystal"" cabin cable car to Hong Kong, TST, Peak, then the lights show. Not going to Macau leaves me with more time to explore so if there are any other recommendations (night market?) more than welcomed. Thanks everyone for your help, really helpful!"
101,9,14305008,116811411,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882","8. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all","Loads you can squeeze into more or less a full day. Id definitely make time for a ride on both the Star Ferry and Ding Ding. These are cheap and genuinely unique parks of HK tourism, history and heritage. Some good museum options if you encounter a bad weather day. Night market scene isn't great post-pandemic and will take some time to recover. For example, the Ladies Market in Mongkok is presently a shell of its pre-pandemic self. Compared to the past, it is a big pass at the moment. In the evening, the TST Promenade is still very nice. Walking conditions are noticeably busier this year but still nothing like pre-pandemic scenes. You can walk and enjoy the Hong Kong Skyline views quite well if viewing conditions are nice. After dark is another great time to take the Star Ferry from one side of the harbour to the other."
101,10,14305008,116869843,"Clearwater, Florida",Pinellas County,Clearwater,United States of America,North America,kitchenchemist,1 year ago,162,"9. Re: HK layover: Peak, Big Buddha, Macau - best way to do it all",What are the requirements to get back to your connecting flight once you have exited the airport during a layover? Any covid tests required to go through immigration to get airside again?
102,1,14305233,116787878,"Charlotte, North...",North Carolina,Charlotte,United States of America,North America,Jammer12345,1 year ago,631,Disney land reservation calendar ?,Is there a way to see the reservation calender prior to purchasing tickets? I wanted to make sure the date I can go is available but having a tough time figuring out how to see the calendar first.
102,2,14305233,116788872,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,1 year ago,"13,602",1. Re: Disney land reservation calendar ?,You can make reservations up to 90 days in advance of your visit. Disneyland currently closes on Tuesdays and Thursdays (except on public holidays); https://www.hongkongdisneyland.com/calendars/day/
102,3,14305233,116792577,"Charlotte, North...",North Carolina,Charlotte,United States of America,North America,Jammer12345,1 year ago,631,2. Re: Disney land reservation calendar ?,Yes but where can I see which dates are already sold out?
102,4,14305233,116794628,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,1 year ago,"13,602",4. Re: Disney land reservation calendar ?,"It sold out at Chinese New Year 2006, the first CNY after it opened in 2005 when there was chaos at the gates but I don't believe it has ever sold out since then. On a normal day the attendance is less than half the capacity. At the moment its still operating at reduced capacity since covid restrictions but tourist numbers have not yet returned to anywhere near pre-pandemic levels so I still doubt it would sell out. Edited: 1 year ago"
102,5,14305233,116796213,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",5. Re: Disney land reservation calendar ?,"{It sold out at Chinese New Year 2006, the first CNY after it opened in 2005 when there was chaos at the gates but I don't believe it has ever sold out since then} Brings back memories of the parents trying to lift their children over the gates to get them into the park. Wow moments in HK tourism history."
102,6,14305233,116846662,,,,,,Heather C,1 year ago,16,6. Re: Disney land reservation calendar ?,I managed to just complete the reservation process. It's a bit clunky but worked for me finally. You buy the tickets first and they have these reference numbers on them. You then reserve particular days using the reference numbers - during this process it brings up the calendar. There wasn't a single day which was sold out in the next 90 days in which it's possible to book.
102,7,14305233,116880644,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665",7. Re: Disney land reservation calendar ?,"Even BC selling out was really rare, now with visitor numbers still low I'd be extremely surprised if a day would be sold out. By the way, you don't want to be in Disneyland when sold out. That'd be way too crowded."
103,1,14306387,116797666,"Charlotte, North...",North Carolina,Charlotte,United States of America,North America,Jammer12345,1 year ago,631,Booze cruise?,Are there any fun booze cruises that you don't need to rent out an entire boat? Thanks
103,2,14306387,116799313,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",1. Re: Booze cruise?,"If you are looking for the American style 'all you can drink' boat ride, we don't really have that sort of thing. However, there are harbour cruises like Aqua Luna that many enjoy https://aqualuna.com.hk/experience"
103,3,14306387,116804335,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665",2. Re: Booze cruise?,"In summer I've often seen people advertising such trips on Facebook - these are generally privately organised, but open to others to join. It's called a junk trip, normally, and they're usually departing either in Sai Kung or from Central Ferry Pier 9 or 10. Look for the various Hong Kong expat groups."
104,1,14306626,116799691,"Singapore, Singapore",,,Singapore,Asia,abowlofnoodles,1 year ago,9,In town check in 2023,Hi. Am making a trip to Hong Kong end March 2023. Wanted to check if in town check in has resumed ? Thanks!
104,2,14306626,116800227,"Seattle, Washington",King County,Seattle,United States of America,North America,HK_Observer,1 year ago,"4,112",1. Re: In town check in 2023,No.
104,3,14306626,116811279,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",2. Re: In town check in 2023,Unfortunately not and little idea of when In town check-in will be rebooted.
104,4,14306626,116811386,"Singapore, Singapore",,,Singapore,Asia,abowlofnoodles,1 year ago,9,3. Re: In town check in 2023,What a bummer . Thanks for the replies !
105,1,14307348,116806352,"Charlotte, North...",North Carolina,Charlotte,United States of America,North America,Jammer12345,1 year ago,631,Airport Subway to hotel?,Hello - is it worth taking the subway to TST hotel or am I better off getting an Uber or cab? Not sure the price and time difference. I would be landing around 7 pm at the airport on a weekday.
105,2,14307348,116806599,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665",1. Re: Airport Subway to hotel?,Taxi or bus are the easiest options. Bus takes a little longer but is much cheaper than taxi. For detailed suggestions let us know which hotel exactly you're going.
105,3,14307348,116807648,"Dublin, California",Alameda County,Dublin,United States of America,North America,ThanksSocialSecurity,1 year ago,"38,439",2. Re: Airport Subway to hotel?,"The subway does not go to the airport, the Airport Express Train does. But the Airport Express Train does not have a stop at TST. Actually the best option may be an Airport bus, depending on which hotel exactly."
105,4,14307348,116808289,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665",3. Re: Airport Subway to hotel?,"I've always treated the AE as yet another, albeit much more expensive, MTR line. By the way, ""subway"" in Hong Kong normally refers to either pedestrian tunnels for crossing a road, or a sandwich chain."
105,5,14307348,116808348,"Edmonton, Canada",,Edmonton,Canada,North America,ViajeroPerdido,1 year ago,"9,681",4. Re: Airport Subway to hotel?,You have some magnificent views from the bus (/taxi) that you won't see from the train. I always take the bus for that reason; the first real views of HK from the big bridges make me giddy.
105,6,14307348,116811273,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",5. Re: Airport Subway to hotel?,"Jammer12345, Just for your information for the future, The Subway is what New Yorker's call their public transit system in NYC. Other cities have different names. In London, there is the The Underground, in San Francisco - Bart. Here in Hong Kong we call ours the MTR (short for Mass Transit Railway)."
105,7,14307348,116814409,"Melbourne, VIC",City of Melbourne,Melbourne,Australia,Australia,treerabbit,1 year ago,475,6. Re: Airport Subway to hotel?,"Apologies for coming in on this topic but am arriving 21st march app 7.00.a.m we are staying at royal-plaza mongkok,we used to airport express to Kowloon and hotel bus to hotel our 1st trip back since 2019 i know the hotel bus system is not running so we were going to get the airport express to kowloon station and then a cab from there to our hotel or get a cab from the airport what are your thoughts.thanking you all."
105,8,14307348,116814484,"Hong Kong, China",,Hong Kong,China,Asia,Cyrus Wong,1 year ago,127,7. Re: Airport Subway to hotel?,"Airport express is not always convenient actually, for example if your hotel is in MongKok or Tsim sha tsui (which is the city center of Hong Kong), you need to get off the Airport express train in Tsing Yi , then transfer for tung chung line(orange line), and take 1 station to Lai King and transfer to Tsuen Wan line (Red line). It is quite trouble if you get big luggage And the Airport express cost 65HKD for 1 person, meanwhile a Uber to Tsim Sha tsui is only around 250HKD. For Locals, they will usually take the bus A21, which cost 33HKD, and around 40min to MongKok and 50min to Tsim Sha Tsui. The bus will make stops on the Nathan road, which most hotel located on it. The bus stop is just outside of the airport express station, follow the instruction in airport it could be easily spot."
105,9,14307348,116815034,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,1 year ago,"13,602",8. Re: Airport Subway to hotel?,"If you take A21 bus the closest stop to Royal Plaza is Stop 7 ""Argyle Centre, Nathan Road"". The bus currently operates at 20/30 minute intervals and would probably take about 40 mins to that stop. Full adult fare HK$33, concessionary fare HK$16.5; http://mobile.bravobus.com.hk/nwp3/?f=1&ds=A21--Hung_Hom_Station&l=1 Buses have plenty of luggage space, free wi-fi and next bus stop is announced visually and audibly. A round-trip ticket valid for 3 months is available at the Airport Bus Terminus Customer Service Centre for HK$55 (no senior concession available); https://www.bravobus.com.hk/fareConcession/concession_detail.aspx?id=52&intLangID=1"
105,10,14307348,116815235,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",9. Re: Airport Subway to hotel?,"@treerabbit Slightly off topic but since you have enjoyed staying at Royal Plaza over the years I thought I'd share with you that the MTR East Rail Line extension to Admiralty has been completed since your last pre-pandemic trip to HK. So you can now travel directly to HK Island from Mongkok East MTR. Anyway, something new and different for you to try during your upcoming visit. Edited: 1 year ago"
105,11,14307348,116815381,"Melbourne, VIC",City of Melbourne,Melbourne,Australia,Australia,treerabbit,1 year ago,475,10. Re: Airport Subway to hotel?,"Thank,s Bradjill will probably just get a cab from the airport my wife and daughter are excited about coming back to our second home the royal-plaza and see the changes from 2019 to now the girls are looking forward to there usual shopping jaunts once again thank,s to all you gurus on this site."
105,12,14307348,116820423,"Charlotte, North...",North Carolina,Charlotte,United States of America,North America,Jammer12345,1 year ago,631,11. Re: Airport Subway to hotel?,I'm at Hyatt in TST if that helps
105,13,14307348,116824674,,,,,,Alamigo,1 year ago,"1,154",12. Re: Airport Subway to hotel?,The A21's a double-decker bus so sitting upstairs gives much better views than being crammed into the back of a taxi.
105,14,14307348,116828344,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665",13. Re: Airport Subway to hotel?,"To the Hyatt: take bus A21, get off at stop ""Cameron Road; Nathan Road"" and walk a few minutes, or taxi (about $250-300). Bus definitely gives the best view, especially if you wait for the next one so you're in front of the line and an grab the upper deck front row seats. To the Royal Plaza: taxi (about $250-300). In both cases the alternative would be Airport Express to Kowloon and taxi from there, but that takes longer, costs about the same (for 2-3 ppl), and is less convenient."
105,15,14307348,116866507,"Singapore, Singapore",,,Singapore,Asia,kloh27,1 year ago,11,14. Re: Airport Subway to hotel?,"Dear all we are 3 adults arriving on 17th Mar 2023 around 5pm. Any advice as to which transportation will be more convenient and cheaper (estimate cost)? We are putting up at Ramada Hong Kong Harbour View. Also for the Octopus card, is any unlimited rides or something which we are opt for? We will staying for 5D 4N, will it be good to have a day trip to shenzhen and how do we get there and any suggest places to visit for food, sight seeing and perhaps some shopping mall? Thanks in advance. Regards"
105,16,14307348,116868183,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",15. Re: Airport Subway to hotel?,"@kloh27 Best to start a new question thread instead of jumping onto someone else's post when you have new and different questions. You can do this by returning to the main forum page and clicking the 'Ask A Question' button. Also, some of your questions are very generic and have been asked many times over. You can read up on past responses by using the Search Box at the top of the forum page as well. As for learning how the Octopus Card works, try the FAQ (Top Questions) on the right hand side of the forum if viewing from a desktop/laptop. If viewing from a mobile device, I'm not sure if they are visible or not. There is a link for all things Octopus which is a good way to learn how this Smart card works and what is good for here in Hong Kong. Good luck with your trip research and utilising the TripAdvisor forum."
106,1,14309263,116822973,"London, United...",Greater London,London,United Kingdom of Great Britain and Northern Ireland,Europe,tremberz,1 year ago,72,English Premier League in Hong Kong,"Hello, Where is a good place to watch English Premier League in the city? I'm staying in Tsim Sha Tsui, any good bars/bars that will play games in this area?"
106,2,14309263,116828282,"Hong Kong, China",,Hong Kong,China,Asia,HK Ga Yau,1 year ago,"1,555",1. Re: English Premier League in Hong Kong,Delaney's Kowloon is one obvious one. http://delaneys.com.hk/our-venues/delaneys-kowloon/
106,3,14309263,116835273,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",2. Re: English Premier League in Hong Kong,Delaney's even posts their match schedule on their facebook page. Some of the bars along Knutsford Terrace have shown EPL matches in the past but things sort of died there during the pandemic so I'm not sure if this is a thing now or not. There are pubs along Prat and Hart Ave to Chatham Rd. where you can catch EPL matches as well.
107,1,14313055,116857553,"Whangarei, New...",Whangarei District,Whangārei,New Zealand,Australia,pomkitanner,1 year ago,"1,038",Hotel with Club access,"Its extraordinarily difficult to locate one . We have stayed previously in the Cordis & the Harbour Plaza metropolis, but wish to try another, different option. Googling Club room hotels invariably leads nowhere. Any suggestions ? Thanks"
107,2,14313055,116857824,"Dublin, California",Alameda County,Dublin,United States of America,North America,ThanksSocialSecurity,1 year ago,"38,439",1. Re: Hotel with Club access,I googled HK hotels with club rooms and found something like this: https://www.hotel.com.au/hong-kong/hong-kong-hotels-with-club-lounge-or-club-room.htm Is this what you are looking for?
107,3,14313055,116858467,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",2. Re: Hotel with Club access,"When I google Hong Kong club lounge, I find direct links to a handful of properties that offer club lounge and rooms including Ritz, Four Seasons, Conrad, Cordis, Langham, Shangri-la, Intercontinental I also find link to the following publications pre-pandemic with suggestions or best club room/lounge deals in the city SCMP - 10 Best Hotel Lounge Deals (2020) https://www.scmp.com/magazines/post-magazine/article/3109327/hong-kongs-best-hotel-lounge-deals-where-champagne-flows Blog with 10 best Hotel Clubs (2019) https://www.luxurytraveldiary.com/2019/04/best-hotel-club-or-executive-level-lounge-in-hong-kong/ Note there won't be much in the form of publications for the past few years as the city was shut down and hotels acted more as serviced apartments and quarantine/self-isolation hotels which would have naturally disrupted the club room/lounge situations. Things are getting"
107,4,14313055,116861540,Stockport,Stockport,Stockport,United Kingdom of Great Britain and Northern Ireland,Europe,Xenos,1 year ago,"2,470",3. Re: Hotel with Club access,The New World Millenium's Residence Club rooms and lounge are very good.
107,5,14313055,116873702,"Bangkok, Thailand",Unknown,Bangkok,Thailand,Asia,orangenlemon,1 year ago,27,4. Re: Hotel with Club access,Hello I have stayed at Club rooms before and because I prefer HK Island to Kowloon I prefer either Island Shabgrila or Hotel Jen Hotel Jen is also a Shabgrila group hotel so the service is good Island Shangri-La is expensive but if it's within your budget then go for it.
107,6,14313055,116882739,"Hong Kong, China",,Hong Kong,China,Asia,SonicYouth,1 year ago,315,5. Re: Hotel with Club access,"Disagree with the comment about hotels in Hong Kong turning into serviced app/quarantine hotels. Staycations over the last couple of years has meant hotels in Hong Kong have really become popular for these packages & club lounges. I personally have stayed in around 15 hotel staycations & many have lounge access Would personally recommend intercon, cordis, Langham, peninsula, conrad."
107,7,14313055,116884221,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,1 year ago,"13,602",6. Re: Hotel with Club access,"In fact there is an ongoing trend in HK of conversion of hotels for other uses; Novotel Nathan Road is to be redeveloped into 285 flats and retail/office space Travelodge Kowloon is part of a project with adjoining buildings for conversion to 230 flats Ibis Hong Kong Central & Sheung Wan is to be converted to 284 flats and retail space Royal View at Tsuen Wan is to be converted to 661 residential flats and elderly day-care centre Harbour View Horizon is to be renovated with the number of hotel rooms being reduced from 1,503 to 442 with the rest of the redevelopment comprising 1,503 flats and commercial space Harbour Plaza Resort City at Tin Shui Wai is to be redeveloped as 1,102 flats and commercial space Horizon Suite Hotel is to be converted to 758 flats Hotel COZI Harbour View, Grand City Hotel, Rosedale Kowloon, Butterfly on Prat and Travelodge Central already have or are to be converted from hotels to co-living spaces"
107,8,14313055,116884635,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,1 year ago,"13,602",7. Re: Hotel with Club access,…and Butterly on Morrison is to be turned into a youth hostel; https://www.thestandard.com.hk/breaking-news/section/4/201409/Causeway-Bay-hotel-to-turn-into-youth-hostel-as-first-approval-obtained-under-subsidy-scheme
107,9,14313055,116894121,"Hong Kong, China",,Hong Kong,China,Asia,SonicYouth,1 year ago,315,8. Re: Hotel with Club access,"As per the thread title, I don't believe any of those hotels would be those with any sort of Club lounge. Harbourview horizon is a well known existing serviced apartment complex With almost 1,500 hotels in Hong Kong I'm sure there may be some examples but firmly in the minority"
107,10,14313055,116896417,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",9. Re: Hotel with Club access,"Hello SonicYouth, For some reason probably 2/3 of my post #2 is missing and that probably causes some confusion. I didn't notice the chopped off response and am not sure how/why that happened. Oh well. Firstly, I don't disagree with your very good point about staycations at all. My post wasn't really about why there were club lounge disruptions at some hotels, it was more to make the point that it happened at various properties and that is probably a major reason you won't find any publications about our best club lounge hotel options for the past several years, not even by our local publications. What I previously thought to have mentioned in post #2 was that quite a few of our hotels, including some big names which traditionally offer club Lounges did serve as self-isolation/quarantine hotels during various cycles of the DQH scheme between 2020-2022. These, at certain cycles, even included the likes of Cordis and Langham which you are mentioned above. While serving as a DQH designated quarantine hotel, guests were strictly prohibited from leaving their rooms - and as such club lounge benefits were not just disrupted for long stretches of time, they were halted altogether, and at times for many months. Here is a write up on Timeout mentioning a few DQH properties, some of which normally have club lounges that were disrupted during those times. https://www.timeout.com/hong-kong/travel/the-best-quarantine-hotels-in-hong-kong Further, quite a few properties did pivot to function more like service apartments, offering long stay packages of 30 days or even up to 3, 6+ month stay promotions as they tried to survive during the pandemic. And this happened at some major hotel players like ICON, New World Millennium and Sheraton TST and other properties with club lounges. Anecdotally speaking, I can share a friend's experience. He stayed at a five star hotel for an entire year as part of a long stay promotion and made interesting observations about the club lounge service and food which he adamantly claimed to have changed fairly noticeable after a few months as most guests had become more like residents instead of hotel guests. After complaining about the waning club lounge service and experience, he was compensated in the form of free dinner vouchers at the hotel restaurants for the remaining months of his stay. I joined him for one such meal and had no reason to not believe the account regarding the disrupted club lounge experiences. In many ways, it made sense to me given how desperate many hotels had become to cut costs and pay the bills during the pandemic. Anyway, like mentioned above, I don't disagree with your very good point about the staycation packages. I just wanted to add the specifics that were somehow chopped off my post (#2) above. I think it probably helps explain what I had thought to have posted previously. As I wanted to say in that post as well, Things are getting better....... for our local hotels now so hopefully club lounges, gyms, pools, restaurants and other related disruptions are long in the rear view mirror and we can see properties return to pre-pandemic states if possible and as soon as possible."
107,11,14313055,116896668,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",10. Re: Hotel with Club access,"{With almost 1,500 hotels in Hong Kong I'm sure there may be some examples but firmly in the minority} And just a point of clarification, as of March 2023, we have 334 licensed hotel and resorts in Hong Kong. You may be thinking of our much greater number of small guesthouses (not counting holiday camps) which is reported to be around 1567 this month by the Office of the Licensing Authority. Edited: 1 year ago"
108,1,14313570,116862505,,,,,,Michael R,1 year ago,26,Ocean park,I know for ocean park need to do reservation - can it be done the day of?
108,2,14313570,116863051,New Forest National...,Hampshire,,United Kingdom of Great Britain and Northern Ireland,Europe,SolentTraveller,1 year ago,"13,602",1. Re: Ocean park,"At the moment Ocean Park is still operating a reservation system which it introduced during the covid pandemic. However, whilst reservation is ""suggested"" it is not a requirement. FAQ 8 at the link below confirms you can be admitted without reservation provided ""admission quota"" is still available; https://media.oceanpark.com.hk/files/s3fs-public/online-reservation-FAQ.pdf I'm not sure whether Ocean Park has returned to operating at full capacity yet but tourists aren't yet back to anything like pandemic levels so unless you were intending to visit during public holidays I doubt there would be much risk of it selling out. The same applies to Ocean Park Water World which has separate admission arrangements; https://waterworld.oceanpark.com.hk/en/ Edited: 1 year ago"
109,1,14313733,116863804,,,,,,lelelele,1 year ago,8,Overnight layover is Cathay lounge open?,"HI, I will be arriving Hong Kong at 11pm and leaving at 9am. I'm flying Cathay first class, is the lounge open at midnight? or any other lounge is open at midnight? or hotel in airport? thanks"
109,2,14313733,116863957,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",1. Re: Overnight layover is Cathay lounge open?,"According to the Cathay Pacific website - The Wing, First (near gates 1-4), The Pier, Business (near gate 65) and The Deck (Gate 6) have recently been reopened to eligible passengers (see link) https://www.cathaypacific.com/cx/en_US/destinations/lounges/hong-kong-international-airport-lounges.html {I'm flying Cathay first class, is the lounge open at midnight? } If you click on the respective lounge pages for specific details, it seems they are open from 5.30am until last flight. {or hotel in airport?} Regal Airport Hotel is open 24 hours. It is land side but connected by indoor footbridge and just a few minutes walk from the departure and flight check-in area. https://www.regalhotel.com/regal-airport-hotel/en/home/home.html"
110,1,14314020,116865827,"Bacup, United...",Rossendale,Bacup,United Kingdom of Great Britain and Northern Ireland,Europe,Shadowfaxlancashire,1 year ago,293,Hotel lounge HIA,My flight back to the UK in May is late and as I'm flying solo I would like to get to the airport earlier and go into a lounge. Can I pay a one off charge and which one would you recommend. Thankyou
110,2,14314020,116870024,"Hong Kong, China",,Hong Kong,China,Asia,HK Ga Yau,1 year ago,"1,555",1. Re: Hotel lounge HIA,"I believe that the only pay-in lounges are the Plaza Premium ones, but they don't generally get good reviews. https://www.plazapremiumlounge.com/en-uk/find/china-regions/hong-kong/hong-kong/hong-kong-international-airport?stype=Lounge"
111,1,14314639,116869978,Queensland...,,,Australia,Australia,Chillyolanda,1 year ago,347,Family rooms with great pool?,Looking for hotel recs on places with beds for 2 adults 2 kids and a great pool in a great area. Thanks in advance
111,2,14314639,116870147,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",1. Re: Family rooms with great pool?,"Have you tried the Search Box? In past years, this was a fairly regular question asked so there are old threads with many of the same hotel recommendations that you will receive now. Not a lot has changed on family friendly hotel (with pools) scene here in Hong Kong since pre-pandemic times so what you read on the old threads will likely be applicable to your future trip planning here in Hong Kong. Good luck with your research."
111,3,14314639,116870199,Queensland...,,,Australia,Australia,Chillyolanda,1 year ago,347,2. Re: Family rooms with great pool?,"Thankyou. I have searched far and wide, I am an avid TA user but couldn't find what I was looking for, hence the question. There is mention of sofa beds etc but I want a room that will sleep 4 people in proper beds, and also one that has a nice pool. I don't have a budget, I just want the right room."
111,4,14314639,116870344,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",3. Re: Family rooms with great pool?,"Here are some of the posts on this forum with hotel recommendations which are the same today https://www.tripadvisor.com/ShowTopic-g294217-i1496-k11932720-Family_of_4_booking_king_bed_hotel_room-Hong_Kong.html ' https://www.tripadvisor.com/ShowTopic-g294217-i1496-k10165331-Family_of_5_hotel_recommendations_and_timing-Hong_Kong.html https://www.tripadvisor.com/ShowTopic-g294217-i1496-k6504228-Family_of_4_2_adults_18_and_12_year_old_in_one_hotel_room-Hong_Kong.html You'll see hotels like Royal Plaza (Mongkok), Codis (Mongkok), HI Golden Mile (TST) mentioned fairly regularly. I'd also throw in Hyatt Regency (University - Shatin). They have suites that can accommodate 4, large space and with the recent extension of the East Rail Line, directly connected to HK Island by way of MTR. The pool there is pretty good as well. You can also use booking.com - search for 4 people, 1 room and see options including these above that are available during the time of your intended visit. Good luck with your research. Edited: 1 year ago"
111,5,14314639,116885711,"Melbourne, VIC",City of Melbourne,Melbourne,Australia,Australia,treerabbit,1 year ago,475,4. Re: Family rooms with great pool?,Have a look at the Royal-Plaza premier rooms have 2 double beds and a pool to die for but i am biased we have stayed many times close to markets.
112,1,14314641,116869984,Singapore,,,Singapore,Asia,Jo,1 year ago,7,Squid fishing in Hong Kong,"Hi all, we will be visiting Hong Kong during 13 - 20 April 2023 Have been googling for squid fishing tour but can't find any tour available during this period. Searched google that squid season often starts from April. Is there squid fishing tour during mid April? Wondering if there's any recommendation for mid April season? Thanks in advance!"
112,2,14314641,116870138,"Hong Kong, China",,Hong Kong,China,Asia,Brad,1 year ago,"32,882",1. Re: Squid fishing in Hong Kong,Interesting question. Squid fishing isn't something asked about much on this forum. If the boat companies promoting squid fishing trips are not running their tours until the end of April that is probably for a good reason. You might try to contact them directly through their website - contact info and see if they have anything lining up that you can join or perhaps they have recommendations for you. Good luck in your research.
112,3,14314641,116874760,Milano Marittima...,Cervia,Milano Marittima,Italy,Europe,milanolarry,1 year ago,344,2. Re: Squid fishing in Hong Kong,"If you read Chinese, you may take a look at the following link: https://www.hellotoby.com/zh-hk/s/%E6%88%B6%E5%A4%96%E6%B4%BB%E5%8B%95/c-%E9%87%A3%E5%A2%A8%E9%AD%9A By the way, the best time to fish squid is July and August. Edited: 1 year ago"
112,4,14314641,116874773,Milano Marittima...,Cervia,Milano Marittima,Italy,Europe,milanolarry,1 year ago,344,3. Re: Squid fishing in Hong Kong,https://www.littlestepsasia.com/hong-kong/play/outdoor-activities/squid-fishing-in-hong-kong/
112,5,14314641,116880731,"Apeldoorn, The...",Apeldoorn,Apeldoorn,Netherlands,Europe,wvmarle,1 year ago,"13,665",4. Re: Squid fishing in Hong Kong,"Most if not all such tours are targeted towards the local, Cantonese speaking population. I think you will have better chance if you use Chinese for your search queries. If you don't speak Chinese you may not be all too happy on those boats, for that very reason...."
113,1,14314719,116870532,"San Jose, California",Santa Clara County,San Jose,United States of America,North America,DVT,1 year ago,24,Luggage Storage in Hong Kong,"We will arrive Hong Kong by cruise ship and plan to spend 2 days/1 night in Hong Kong (probably Kowloon as it's near the cruise port). We plan to spend the first day visiting Hong Kong. On the 2nd day, we would like to visit the Big Buddha so we will check out our hotel and take our luggage to the airport for the flight back to the US at 9PM. Is there any luggage storage at the airport?"
